date,open_price,close_price
2016-03-08,410.78,409.74
2016-03-09,409.07,412.08
2016-03-10,410.07,413.81
2016-03-11,418.89,419.33
2016-03-12,412.26,409.26
2016-03-13,409.28,410.59
2016-03-14,412.08,413.82
2016-03-15,415.99,414.36
2016-03-16,414.77,415.0
2016-03-17,417.99,418.77
2016-03-18,416.7,409.0
2016-03-19,408.88,407.71
2016-03-20,410.0,410.0
2016-03-21,408.72,410.47
2016-03-22,416.99,416.62
2016-03-23,416.99,417.06
2016-03-24,414.74,416.2
2016-03-25,415.61,416.41
2016-03-26,416.91,416.81
2016-03-27,416.69,424.0
2016-03-28,423.09,422.45
2016-03-29,420.43,411.79
2016-03-30,411.83,412.0
2016-03-31,415.31,415.62
2016-04-01,414.59,416.39
2016-04-02,420.12,420.0
2016-04-03,418.93,419.0
2016-04-04,419.51,419.6
2016-04-05,421.99,422.49
2016-04-06,422.48,422.47
2016-04-07,421.31,422.31
2016-04-08,423.98,424.18
2016-04-09,415.73,417.16
2016-04-10,417.07,420.64
2016-04-11,419.51,421.91
2016-04-12,424.98,426.2
2016-04-13,424.65,425.54
2016-04-14,424.14,424.99
2016-04-15,425.07,429.7
2016-04-16,431.74,430.09
2016-04-17,429.56,429.48
2016-04-18,428.69,427.81
2016-04-19,427.98,427.99
2016-04-20,435.98,440.49
2016-04-21,443.02,443.69
2016-04-22,448.86,447.16
2016-04-23,448.28,450.82
2016-04-24,455.67,451.6
2016-04-25,460.56,459.0
2016-04-26,466.09,467.04
2016-04-27,467.01,456.27
2016-04-28,444.01,448.0
2016-04-29,448.83,451.42
2016-04-30,453.89,454.23
2016-05-01,450.31,453.23
2016-05-02,446.69,443.52
2016-05-03,445.15,447.61
2016-05-04,448.69,448.99
2016-05-05,448.0,447.67
2016-05-06,451.42,453.99
2016-05-07,459.25,459.24
2016-05-08,458.74,458.05
2016-05-09,456.81,461.99
2016-05-10,460.85,453.46
2016-05-11,453.02,453.99
2016-05-12,449.31,453.82
2016-05-13,454.25,456.4
2016-05-14,457.48,456.11
2016-05-15,456.64,456.88
2016-05-16,456.85,457.99
2016-05-17,453.98,454.1
2016-05-18,455.0,455.96
2016-05-19,448.72,449.03
2016-05-20,442.19,443.0
2016-05-21,442.09,443.43
2016-05-22,440.94,440.03
2016-05-23,440.25,442.34
2016-05-24,443.99,445.93
2016-05-25,446.99,447.62
2016-05-26,449.99,453.99
2016-05-27,472.72,473.97
2016-05-28,498.74,497.41
2016-05-29,518.54,520.0
2016-05-30,531.2,532.25
2016-05-31,543.56,526.51
2016-06-01,531.03,536.02
2016-06-02,535.9,536.29
2016-06-03,554.99,563.28
2016-06-04,585.0,576.75
2016-06-05,575.07,575.07
2016-06-06,583.31,585.52
2016-06-07,584.42,576.27
2016-06-08,578.95,576.72
2016-06-09,580.52,577.75
2016-06-10,577.94,576.86
2016-06-11,584.71,585.08
2016-06-12,634.42,648.0
2016-06-13,687.48,687.85
2016-06-14,691.23,676.18
2016-06-15,671.51,688.01
2016-06-16,733.13,739.64
2016-06-17,737.51,745.65
2016-06-18,760.98,757.91
2016-06-19,756.13,765.0
2016-06-20,759.04,740.9
2016-06-21,710.41,667.12
2016-06-22,674.99,649.74
2016-06-23,586.97,560.58
2016-06-24,651.1,642.78
2016-06-25,685.81,684.29
2016-06-26,659.37,623.8
2016-06-27,648.65,635.4
2016-06-28,647.05,645.44
2016-06-29,635.89,634.66
2016-06-30,640.91,667.78
2016-07-01,674.29,674.2
2016-07-02,690.31,691.18
2016-07-03,670.87,654.21
2016-07-04,666.81,672.87
2016-07-05,673.3,667.39
2016-07-06,674.15,675.18
2016-07-07,645.49,638.27
2016-07-08,643.71,651.53
2016-07-09,648.51,658.22
2016-07-10,647.95,644.74
2016-07-11,646.72,648.59
2016-07-12,651.0,661.0
2016-07-13,668.4,662.41
2016-07-14,652.53,662.05
2016-07-15,663.99,662.99
2016-07-16,666.62,662.01
2016-07-17,669.01,669.99
2016-07-18,678.7,681.43
2016-07-19,670.94,672.12
2016-07-20,673.15,666.01
2016-07-21,662.92,665.19
2016-07-22,664.01,653.28
2016-07-23,655.2,655.92
2016-07-24,655.17,661.61
2016-07-25,654.7,657.35
2016-07-26,648.96,654.71
2016-07-27,655.91,656.99
2016-07-28,657.71,659.13
2016-07-29,657.65,656.35
2016-07-30,654.83,657.37
2016-07-31,635.17,634.28
2016-08-01,622.01,622.0
2016-08-02,602.55,598.37
2016-08-03,541.5,552.03
2016-08-04,577.27,575.0
2016-08-05,573.31,575.39
2016-08-06,575.95,575.51
2016-08-07,591.89,598.99
2016-08-08,590.68,593.73
2016-08-09,589.66,590.82
2016-08-10,588.99,598.14
2016-08-11,595.18,592.91
2016-08-12,589.99,589.17
2016-08-13,588.99,587.17
2016-08-14,583.52,571.27
2016-08-15,572.99,562.39
2016-08-16,567.53,577.28
2016-08-17,579.03,573.97
2016-08-18,574.99,575.3
2016-08-19,574.55,574.43
2016-08-20,575.0,577.99
2016-08-21,580.99,580.99
2016-08-22,580.07,585.86
2016-08-23,581.76,581.05
2016-08-24,579.0,578.53
2016-08-25,575.53,573.04
2016-08-26,576.99,577.97
2016-08-27,575.96,568.02
2016-08-28,570.99,571.48
2016-08-29,574.98,575.52
2016-08-30,575.99,576.7
2016-08-31,574.63,573.44
2016-09-01,572.09,572.89
2016-09-02,570.85,575.69
2016-09-03,574.71,575.42
2016-09-04,600.59,608.49
2016-09-05,605.99,604.79
2016-09-06,606.96,609.89
2016-09-07,610.51,614.99
2016-09-08,625.0,627.2
2016-09-09,619.74,621.34
2016-09-10,620.01,621.21
2016-09-11,621.8,623.28
2016-09-12,606.28,605.77
2016-09-13,607.97,606.26
2016-09-14,607.13,609.78
2016-09-15,607.53,608.57
2016-09-16,608.38,606.51
2016-09-17,607.61,606.37
2016-09-18,606.38,607.99
2016-09-19,608.52,608.51
2016-09-20,608.35,608.36
2016-09-21,596.86,595.6
2016-09-22,594.44,595.93
2016-09-23,595.5,598.99
2016-09-24,602.35,601.18
2016-09-25,601.48,599.01
2016-09-26,605.99,605.8
2016-09-27,606.33,605.4
2016-09-28,604.04,604.94
2016-09-29,604.25,605.4
2016-09-30,604.86,604.99
2016-10-01,612.27,614.63
2016-10-02,611.17,607.46
2016-10-03,611.74,611.99
2016-10-04,610.85,610.78
2016-10-05,610.63,613.1
2016-10-06,612.08,613.18
2016-10-07,613.99,616.12
2016-10-08,617.85,616.97
2016-10-09,616.79,617.92
2016-10-10,617.99,615.12
2016-10-11,631.64,632.82
2016-10-12,637.34,637.73
2016-10-13,635.48,636.62
2016-10-14,636.59,638.25
2016-10-15,639.47,639.47
2016-10-16,638.03,639.25
2016-10-17,635.5,637.83
2016-10-18,637.74,636.83
2016-10-19,637.11,627.69
2016-10-20,628.92,625.65
2016-10-21,629.33,631.55
2016-10-22,635.0,646.55
2016-10-23,653.98,653.26
2016-10-24,647.03,648.81
2016-10-25,651.55,653.73
2016-10-26,657.62,667.01
2016-10-27,681.76,678.63
2016-10-28,684.37,687.76
2016-10-29,704.76,713.03
2016-10-30,707.26,705.56
2016-10-31,699.69,707.47
2016-11-01,721.41,726.03
2016-11-02,720.48,724.32
2016-11-03,730.63,716.73
2016-11-04,703.36,694.03
2016-11-05,707.82,703.44
2016-11-06,711.98,699.23
2016-11-07,707.63,703.58
2016-11-08,704.16,710.08
2016-11-09,737.14,722.85
2016-11-10,716.56,713.73
2016-11-11,713.15,717.63
2016-11-12,712.32,704.04
2016-11-13,692.27,696.01
2016-11-14,706.47,700.8
2016-11-15,713.3,711.21
2016-11-16,712.85,729.98
2016-11-17,748.86,745.0
2016-11-18,744.85,749.98
2016-11-19,745.0,748.19
2016-11-20,751.98,725.68
2016-11-21,731.13,734.79
2016-11-22,734.91,745.95
2016-11-23,740.01,738.38
2016-11-24,737.11,728.01
2016-11-25,732.03,734.68
2016-11-26,740.14,727.69
2016-11-27,733.4,733.99
2016-11-28,732.89,730.94
2016-11-29,732.23,731.88
2016-11-30,738.64,740.24
2016-12-01,744.99,753.88
2016-12-02,769.99,771.89
2016-12-03,762.96,766.78
2016-12-04,765.01,767.0
2016-12-05,753.89,753.55
2016-12-06,755.49,759.05
2016-12-07,757.1,765.13
2016-12-08,765.13,770.88
2016-12-09,767.89,770.2
2016-12-10,774.86,775.99
2016-12-11,766.01,767.31
2016-12-12,769.87,779.42
2016-12-13,777.12,780.63
2016-12-14,777.99,773.89
2016-12-15,776.35,777.84
2016-12-16,777.23,780.39
2016-12-17,787.92,787.16
2016-12-18,789.99,786.82
2016-12-19,789.81,789.92
2016-12-20,790.98,791.18
2016-12-21,807.0,827.42
2016-12-22,869.42,863.84
2016-12-23,900.01,889.88
2016-12-24,899.29,896.41
2016-12-25,866.23,877.73
2016-12-26,902.08,905.97
2016-12-27,909.99,935.3
2016-12-28,957.12,950.46
2016-12-29,977.67,967.0
2016-12-30,945.0,957.52
2016-12-31,966.65,964.96
2017-01-01,969.51,984.2
2017-01-02,1013.77,1027.66
2017-01-03,1019.79,1018.91
2017-01-04,1061.4,1086.39
2017-01-05,1083.54,993.18
2017-01-06,933.81,916.0
2017-01-07,839.22,889.15
2017-01-08,935.03,910.99
2017-01-09,883.75,902.19
2017-01-10,907.63,903.98
2017-01-11,861.07,798.51
2017-01-12,763.33,793.11
2017-01-13,789.11,815.58
2017-01-14,831.68,834.12
2017-01-15,820.02,817.29
2017-01-16,836.51,832.17
2017-01-17,885.14,880.76
2017-01-18,885.01,878.98
2017-01-19,897.79,894.67
2017-01-20,892.18,899.03
2017-01-21,917.59,921.59
2017-01-22,937.88,911.04
2017-01-23,922.18,921.0
2017-01-24,917.99,904.4
2017-01-25,899.99,889.83
2017-01-26,902.35,920.59
2017-01-27,916.8,923.4
2017-01-28,922.99,921.06
2017-01-29,922.43,920.52
2017-01-30,917.5,922.0
2017-01-31,935.33,956.93
2017-02-01,974.99,969.3
2017-02-02,990.95,998.98
2017-02-03,1011.88,1018.99
2017-02-04,1011.02,1018.04
2017-02-05,1026.24,1018.02
2017-02-06,1020.99,1024.0
2017-02-07,1044.47,1047.65
2017-02-08,1027.63,1053.13
2017-02-09,1065.0,979.91
2017-02-10,962.52,973.99
2017-02-11,1017.61,1007.5
2017-02-12,1011.0,1009.01
2017-02-13,995.8,996.71
2017-02-14,1018.01,1012.2
2017-02-15,1007.77,1011.19
2017-02-16,1023.99,1034.4
2017-02-17,1042.64,1058.23
2017-02-18,1066.63,1065.98
2017-02-19,1061.98,1058.29
2017-02-20,1059.4,1063.81
2017-02-21,1098.18,1105.5
2017-02-22,1111.64,1130.67
2017-02-23,1137.94,1155.93
2017-02-24,1170.89,1196.93
2017-02-25,1178.96,1162.79
2017-02-26,1167.62,1169.95
2017-02-27,1177.01,1182.6
2017-02-28,1185.01,1186.74
2017-03-01,1195.33,1219.92
2017-03-02,1230.12,1256.84
2017-03-03,1281.59,1283.14
2017-03-04,1286.08,1264.0
2017-03-05,1253.54,1273.7
2017-03-06,1279.98,1279.91
2017-03-07,1262.46,1232.52
2017-03-08,1213.61,1190.61
2017-03-09,1182.84,1193.4
2017-03-10,1193.4,1243.0
2017-03-11,1189.46,1186.98
2017-03-12,1189.13,1213.46
2017-03-13,1231.99,1241.51
2017-03-14,1237.82,1254.6
2017-03-15,1256.68,1259.15
2017-03-16,1226.04,1218.88
2017-03-17,1100.0,1156.36
2017-03-18,1063.49,975.0
2017-03-19,1000.0,1025.23
2017-03-20,1013.78,1043.87
2017-03-21,1082.31,1091.0
2017-03-22,1058.84,1016.66
2017-03-23,1031.86,1043.88
2017-03-24,1004.93,992.97
2017-03-25,899.46,932.25
2017-03-26,962.75,999.01
2017-03-27,995.07,1033.98
2017-03-28,1056.73,1060.0
2017-03-29,1034.99,1044.55
2017-03-30,1036.48,1026.02
2017-03-31,1052.73,1087.74
2017-04-01,1101.0,1081.84
2017-04-02,1086.19,1103.62
2017-04-03,1137.11,1140.0
2017-04-04,1153.55,1131.15
2017-04-05,1119.09,1122.05
2017-04-06,1156.56,1169.37
2017-04-07,1194.16,1195.65
2017-04-08,1194.98,1186.1
2017-04-09,1183.45,1201.9
2017-04-10,1214.99,1212.49
2017-04-11,1208.75,1223.31
2017-04-12,1220.95,1220.01
2017-04-13,1191.02,1175.75
2017-04-14,1175.63,1188.0
2017-04-15,1184.05,1189.99
2017-04-16,1183.98,1176.56
2017-04-17,1178.17,1188.95
2017-04-18,1202.32,1201.91
2017-04-19,1195.92,1200.58
2017-04-20,1219.99,1227.05
2017-04-21,1249.99,1246.09
2017-04-22,1246.36,1239.97
2017-04-23,1246.91,1246.98
2017-04-24,1245.42,1249.5
2017-04-25,1261.11,1271.97
2017-04-26,1291.08,1307.33
2017-04-27,1316.45,1334.01
2017-04-28,1328.83,1333.57
2017-04-29,1334.08,1343.65
2017-04-30,1332.52,1338.0
2017-05-01,1371.71,1440.19
2017-05-02,1454.25,1467.08
2017-05-03,1456.76,1478.33
2017-05-04,1553.73,1595.65
2017-05-05,1613.04,1566.04
2017-05-06,1579.0,1552.2
2017-05-07,1582.23,1574.99
2017-05-08,1633.36,1624.79
2017-05-09,1734.99,1743.59
2017-05-10,1745.81,1791.29
2017-05-11,1867.58,1858.97
2017-05-12,1811.91,1757.05
2017-05-13,1721.11,1713.11
2017-05-14,1809.59,1777.73
2017-05-15,1714.28,1709.46
2017-05-16,1731.0,1762.98
2017-05-17,1830.8,1829.78
2017-05-18,1812.65,1851.97
2017-05-19,1925.55,1947.0
2017-05-20,1992.77,1988.43
2017-05-21,2063.02,2016.72
2017-05-22,2050.0,2172.73
2017-05-23,2166.85,2251.95
2017-05-24,2302.21,2403.31
2017-05-25,2664.99,2678.29
2017-05-26,2593.19,2412.1
2017-05-27,2050.41,2097.99
2017-05-28,2298.99,2184.69
2017-05-29,2247.85,2254.73
2017-05-30,2269.86,2236.79
2017-05-31,2204.93,2280.71
2017-06-01,2435.64,2389.02
2017-06-02,2429.28,2419.53
2017-06-03,2495.5,2572.0
2017-06-04,2563.35,2524.53
2017-06-05,2557.85,2611.87
2017-06-06,2864.0,2826.03
2017-06-07,2826.32,2786.77
2017-06-08,2782.04,2725.83
2017-06-09,2821.1,2843.02
2017-06-10,2821.98,2846.51
2017-06-11,2880.0,2927.93
2017-06-12,2924.26,2771.78
2017-06-13,2745.75,2712.18
2017-06-14,2760.34,2610.16
2017-06-15,2439.88,2219.99
2017-06-16,2483.0,2447.15
2017-06-17,2533.5,2597.91
2017-06-18,2552.28,2552.93
2017-06-19,2527.08,2542.48
2017-06-20,2599.65,2659.34
2017-06-21,2720.79,2684.98
2017-06-22,2630.96,2721.65
2017-06-23,2680.57,2703.97
2017-06-24,2706.84,2659.52
2017-06-25,2596.67,2566.46
2017-06-26,2469.24,2396.33
2017-06-27,2369.33,2314.91
2017-06-28,2512.28,2547.33
2017-06-29,2573.38,2561.15
2017-06-30,2525.0,2506.09
2017-07-01,2493.88,2465.77
2017-07-02,2449.99,2458.97
2017-07-03,2482.26,2571.95
2017-07-04,2607.32,2580.0
2017-07-05,2556.2,2577.08
2017-07-06,2583.01,2588.77
2017-07-07,2563.78,2514.63
2017-07-08,2495.69,2521.72
2017-07-09,2548.27,2552.42
2017-07-10,2516.33,2370.9
2017-07-11,2335.68,2345.57
2017-07-12,2339.92,2362.24
2017-07-13,2381.7,2336.06
2017-07-14,2344.65,2247.3
2017-07-15,2048.85,2017.56
2017-07-16,1916.75,1886.87
2017-07-17,2028.36,2040.0
2017-07-18,2221.97,2354.8
2017-07-19,2353.3,2308.53
2017-07-20,2308.85,2627.84
2017-07-21,2750.16,2716.39
2017-07-22,2791.51,2789.0
2017-07-23,2769.94,2786.01
2017-07-24,2770.06,2760.39
2017-07-25,2669.92,2572.83
2017-07-26,2503.08,2432.1
2017-07-27,2558.76,2535.01
2017-07-28,2757.54,2741.99
2017-07-29,2750.46,2710.35
2017-07-30,2671.47,2730.12
2017-07-31,2744.01,2780.0
2017-08-01,2727.02,2676.0
2017-08-02,2716.43,2699.07
2017-08-03,2744.23,2756.93
2017-08-04,2834.86,2865.57
2017-08-05,3199.97,3185.17
2017-08-06,3189.38,3232.5
2017-08-07,3260.16,3379.99
2017-08-08,3458.72,3390.01
2017-08-09,3380.98,3291.95
2017-08-10,3414.36,3441.15
2017-08-11,3492.27,3542.22
2017-08-12,3748.29,3874.68
2017-08-13,4129.35,4015.43
2017-08-14,4125.0,4215.71
2017-08-15,4246.47,3988.38
2017-08-16,4125.03,4308.88
2017-08-17,4391.99,4348.46
2017-08-18,4292.3,4229.86
2017-08-19,4053.73,4031.26
2017-08-20,4091.16,4088.21
2017-08-21,4039.15,3982.48
2017-08-22,3872.06,3906.51
2017-08-23,4232.99,4209.0
2017-08-24,4190.07,4235.32
2017-08-25,4360.0,4418.0
2017-08-26,4371.25,4371.25
2017-08-27,4343.26,4354.55
2017-08-28,4283.87,4296.0
2017-08-29,4355.07,4588.5
2017-08-30,4560.57,4566.21
2017-08-31,4616.04,4697.21
2017-09-01,4799.94,4839.32
2017-09-02,4673.2,4597.6
2017-09-03,4630.68,4532.75
2017-09-04,4331.83,4244.16
2017-09-05,4200.99,4283.94
2017-09-06,4552.66,4621.23
2017-09-07,4577.08,4649.99
2017-09-08,4645.56,4400.0
2017-09-09,4366.01,4288.15
2017-09-10,4148.77,4163.74
2017-09-11,4213.47,4234.21
2017-09-12,4310.12,4241.46
2017-09-13,3985.35,3813.73
2017-09-14,3815.42,3519.0
2017-09-15,3034.12,3723.09
2017-09-16,3854.7,3617.38
2017-09-17,3552.24,3710.0
2017-09-18,3976.66,4031.18
2017-09-19,3945.95,4000.0
2017-09-20,3942.92,3989.52
2017-09-21,3840.01,3750.0
2017-09-22,3647.6,3529.96
2017-09-23,3720.8,3735.92
2017-09-24,3671.11,3701.11
2017-09-25,3761.58,3925.32
2017-09-26,3904.99,3921.5
2017-09-27,3943.79,4070.97
2017-09-28,4254.44,4135.0
2017-09-29,4094.82,4180.57
2017-09-30,4260.0,4324.87
2017-10-01,4294.93,4298.39
2017-10-02,4442.94,4381.69
2017-10-03,4291.59,4290.32
2017-10-04,4278.05,4217.08
2017-10-05,4161.92,4320.01
2017-10-06,4389.23,4377.68
2017-10-07,4340.87,4340.8
2017-10-08,4448.47,4566.9
2017-10-09,4563.64,4642.68
2017-10-10,4780.0,4790.77
2017-10-11,4802.44,4832.22
2017-10-12,5142.56,5299.62
2017-10-13,5657.27,5714.02
2017-10-14,5588.26,5701.53
2017-10-15,5552.89,5541.0
2017-10-16,5595.52,5695.42
2017-10-17,5670.98,5588.45
2017-10-18,5351.0,5343.82
2017-10-19,5637.36,5639.77
2017-10-20,5637.65,5943.85
2017-10-21,6079.81,6157.98
2017-10-22,5885.33,6010.96
2017-10-23,5821.65,5785.01
2017-10-24,5660.32,5642.35
2017-10-25,5618.94,5482.3
2017-10-26,5741.2,5949.88
2017-10-27,5924.34,5759.36
2017-10-28,5792.99,5697.32
2017-10-29,5790.6,5989.93
2017-10-30,6144.64,6090.35
2017-10-31,6125.95,6360.01
2017-11-01,6500.0,6561.64
2017-11-02,6965.96,7069.02
2017-11-03,7346.48,7350.0
2017-11-04,7190.1,7320.0
2017-11-05,7468.23,7526.57
2017-11-06,7300.0,7261.74
2017-11-07,7198.99,7061.96
2017-11-08,7356.51,7495.44
2017-11-09,7180.02,7191.12
2017-11-10,7210.9,6847.65
2017-11-11,6726.96,6349.98
2017-11-12,6095.47,6233.5
2017-11-13,6309.8,6656.01
2017-11-14,6579.35,6570.89
2017-11-15,6984.0,7255.05
2017-11-16,7453.96,7465.26
2017-11-17,7742.45,7979.0
2017-11-18,7808.58,7683.94
2017-11-19,7776.94,7747.64
2017-11-20,8053.22,8200.01
2017-11-21,8169.94,8345.64
2017-11-22,8281.5,8229.69
2017-11-23,8163.82,8180.02
2017-11-24,8160.11,8194.73
2017-11-25,8460.0,8640.01
2017-11-26,8930.43,9074.86
2017-11-27,9389.52,9663.3
2017-11-28,9868.09,9900.0
2017-11-29,10652.99,10831.72
2017-11-30,10267.36,9325.0
2017-12-01,9899.41,10540.19
2017-12-02,11103.74,10732.01
2017-12-03,11150.01,11731.0
2017-12-04,11493.21,11392.25
2017-12-05,11845.0,11832.63
2017-12-06,12555.0,12531.62
2017-12-07,14811.43,15767.71
2017-12-08,15420.64,15700.01
2017-12-09,15526.11,15218.5
2017-12-10,13949.94,15522.03
2017-12-11,16559.66,16687.26
2017-12-12,16885.3,17134.81
2017-12-13,17086.26,17239.99
2017-12-14,16848.48,16501.0
2017-12-15,17370.88,17604.32
2017-12-16,18155.86,18969.98
2017-12-17,19553.0,19530.7
2017-12-18,18949.99,18831.8
2017-12-19,18783.0,18040.51
2017-12-20,16863.44,16491.75
2017-12-21,16869.45,15549.0
2017-12-22,13835.02,13252.61
2017-12-23,14674.94,15894.0
2017-12-24,14380.96,13553.82
2017-12-25,14211.78,14022.54
2017-12-26,15121.69,15780.53
2017-12-27,15909.79,15295.16
2017-12-28,14321.9,14255.24
2017-12-29,14302.87,14553.03
2017-12-30,13849.5,12972.59
2017-12-31,12703.87,13290.0
2018-01-01,13448.38,13199.67
2018-01-02,13425.9,13701.3
2018-01-03,14900.0,15113.64
2018-01-04,14500.01,14601.53
2018-01-05,15786.03,16041.66
2018-01-06,16423.25,16590.06
2018-01-07,16672.06,16451.0
2018-01-08,15289.0,14576.43
2018-01-09,15116.66,14699.0
2018-01-10,13700.01,14400.01
2018-01-11,13729.4,13983.73
2018-01-12,13462.18,13589.01
2018-01-13,14193.18,14250.0
2018-01-14,13466.0,13220.59
2018-01-15,13565.91,14049.99
2018-01-16,11942.11,12265.25
2018-01-17,10946.73,9456.72
2018-01-18,11212.93,12060.01
2018-01-19,11702.1,11550.49
2018-01-20,12570.59,12568.97
2018-01-21,11721.48,11545.26
2018-01-22,11799.53,10399.99
2018-01-23,10631.45,10754.1
2018-01-24,10829.99,11040.01
2018-01-25,11187.0,10938.99
2018-01-26,10530.29,11020.0
2018-01-27,11106.9,11484.57
2018-01-28,11622.21,11500.0
2018-01-29,11065.02,11075.0
2018-01-30,10907.54,10295.97
2018-01-31,9997.08,9930.02
2018-02-01,9763.21,9213.38
2018-02-02,8343.47,8950.0
2018-02-03,8835.72,9206.76
2018-02-04,8859.38,8379.58
2018-02-05,7972.18,7314.12
2018-02-06,6488.96,7297.59
2018-02-07,7954.5,8219.51
2018-02-08,8196.08,8229.45
2018-02-09,8226.47,8292.53
2018-02-10,8733.67,8374.45
2018-02-11,7898.8,8433.1
2018-02-12,8731.32,8647.74
2018-02-13,8449.0,8498.89
2018-02-14,8827.01,9346.71
2018-02-15,9925.08,9848.02
2018-02-16,9970.0,10051.5
2018-02-17,10870.35,10760.57
2018-02-18,10393.8,10697.99
2018-02-19,10748.1,11181.91
2018-02-20,11221.6,11508.39
2018-02-21,11023.92,10594.2
2018-02-22,10545.35,10015.0
2018-02-23,9965.24,10326.0
2018-02-24,10160.71,9756.26
2018-02-25,9639.0,9428.0
2018-02-26,9503.79,10225.0
2018-02-27,10693.03,10576.43
2018-02-28,10579.11,10507.25
2018-03-01,10580.83,10705.0
2018-03-02,10956.27,10847.79
2018-03-03,11293.79,11464.04
2018-03-04,11206.53,11132.84
2018-03-05,11428.82,11499.43
2018-03-06,11255.01,10978.01
2018-03-07,10521.84,10658.86
2018-03-08,10080.0,9919.0
2018-03-09,8664.3,8977.0
2018-03-10,9315.0,9380.29
2018-03-11,8760.27,9091.06
2018-03-12,9621.19,9177.46
2018-03-13,9271.92,9086.45
2018-03-14,9040.0,8733.02
2018-03-15,8274.04,8104.67
2018-03-16,8197.32,8540.75
2018-03-17,8277.53,7902.96
2018-03-18,7705.49,7386.0
2018-03-19,8247.38,8565.5
2018-03-20,8404.31,8525.77
2018-03-21,9051.51,9042.95
2018-03-22,8820.25,8606.9
2018-03-23,8529.56,8643.89
2018-03-24,8890.1,8940.0
2018-03-25,8515.93,8475.97
2018-03-26,8307.61,8086.04
2018-03-27,7963.52,8057.67
2018-03-28,8003.39,7860.36
2018-03-29,7502.02,7476.43
2018-03-30,7103.66,6780.31
2018-03-31,6902.5,7047.2
2018-04-01,6690.45,6450.0
2018-04-02,7056.96,7030.0
2018-04-03,7363.0,7381.39
2018-04-04,7140.39,6780.57
2018-04-05,6848.49,6746.36
2018-04-06,6556.01,6597.02
2018-04-07,6838.09,7000.61
2018-04-08,6979.3,7038.77
2018-04-09,7096.6,6730.0
2018-04-10,6741.55,6828.43
2018-04-11,6860.09,6930.4
2018-04-12,6829.81,7624.52
2018-04-13,8123.65,8140.0
2018-04-14,8105.56,7962.7
2018-04-15,8107.15,8276.68
2018-04-16,8078.5,7973.46
2018-04-17,8132.18,8080.89
2018-04-18,8090.06,8000.0
2018-04-19,8202.34,8222.24
2018-04-20,8317.0,8467.96
2018-04-21,8763.52,8816.25
2018-04-22,8917.57,8932.4
2018-04-23,8867.2,8900.01
2018-04-24,9248.95,9357.42
2018-04-25,9339.07,8965.24
2018-04-26,8725.51,8800.0
2018-04-27,9246.11,9230.0
2018-04-28,9284.79,9347.51
2018-04-29,9292.25,9322.91
2018-04-30,9210.46,9280.0
2018-05-01,9045.49,8907.01
2018-05-02,9125.36,9134.99
2018-05-03,9190.01,9400.51
2018-05-04,9670.0,9590.09
2018-05-05,9834.47,9900.0
2018-05-06,9520.0,9461.37
2018-05-07,9317.5,9347.76
2018-05-08,9298.49,9160.0
2018-05-09,9096.57,9279.85
2018-05-10,9336.95,9326.82
2018-05-11,8745.0,8563.0
2018-05-12,8260.88,8352.5
2018-05-13,8585.5,8618.5
2018-05-14,8412.51,8781.77
2018-05-15,8721.63,8530.79
2018-05-16,8231.32,8278.88
2018-05-17,8288.5,8303.31
2018-05-18,8122.76,8115.0
