date,open_price,close_price
2020-08-05,11358.09,11685.49
2020-08-06,11744.59,11857.01
2020-08-07,11832.16,11659.41
2020-08-08,11661.57,11756.4
2020-08-09,11705.95,11585.79
2020-08-10,11990.75,11941.17
2020-08-11,11756.21,11491.49
2020-08-12,11472.4,11593.6
2020-08-13,11346.52,11514.79
2020-08-14,11711.13,11761.41
2020-08-15,11896.51,11866.39
2020-08-16,11867.98,11873.36
2020-08-17,11876.3,12438.86
2020-08-18,12240.22,11947.81
2020-08-19,11801.24,11742.01
2020-08-20,11804.62,11736.395
2020-08-21,11808.0,11730.78
2020-08-22,11561.61,11596.44
2020-08-23,11602.0,11652.95
2020-08-24,11774.79,11770.6
2020-08-25,11587.32,11430.0
2020-08-26,11359.59,11494.48
2020-08-27,11407.085,11518.5
2020-08-28,11454.58,11542.52
2020-08-29,11531.13,11506.92
2020-08-30,11578.32,11619.31
2020-08-31,11614.89,11747.0
2020-09-01,11902.2,12053.5
2020-09-02,11742.4,11342.09
2020-09-03,11376.8,10664.29
2020-09-04,10451.68,10436.88
2020-09-05,10363.2,10280.5
2020-09-06,10238.96,10178.51
2020-09-07,10141.16,10152.6
2020-09-08,10167.97,10096.56
2020-09-09,10184.58,10255.22
2020-09-10,10257.205,10287.83
2020-09-11,10329.83,10320.44
2020-09-12,10347.33,10361.68
2020-09-13,10552.89,10284.36
2020-09-14,10364.69,10711.2
2020-09-15,10653.92,10796.73
2020-09-16,10866.59,11003.0
2020-09-17,10865.36,10839.62
2020-09-18,10991.12,10903.77
2020-09-19,10946.39,11094.54
2020-09-20,10941.7,10845.0
2020-09-21,10795.99,10422.95
2020-09-22,10449.99,10454.16
2020-09-23,10454.42,10457.58
2020-09-24,10538.275,10557.19
2020-09-25,10622.13,10656.8
2020-09-26,10691.26,10727.01
2020-09-27,10650.87,10755.63
2020-09-28,10861.38,10905.28
2020-09-29,10723.53,10728.35
2020-09-30,10690.01,10779.5
2020-10-01,10890.58,10727.0
2020-10-02,10431.51,10512.06
2020-10-03,10539.4,10561.61
2020-10-04,10596.15,10598.08
2020-10-05,10682.53,10730.0
2020-10-06,10740.09,10740.77
2020-10-07,10600.87,10634.74
2020-10-08,10567.98,10901.72
2020-10-09,10881.76,11096.95
2020-10-10,11363.61,11353.2
2020-10-11,11354.28,11410.14
2020-10-12,11363.58,11547.87
2020-10-13,11488.43,11393.62
2020-10-14,11433.9,11329.21
2020-10-15,11329.82,11410.36
2020-10-16,11268.83,11338.44
2020-10-17,11336.72,11346.7
2020-10-18,11440.53,11457.42
2020-10-19,11469.81,11807.02
2020-10-20,11767.8,11943.18
2020-10-21,12213.06,12751.73
2020-10-22,12859.72,12955.27
2020-10-23,12979.08,12935.86
2020-10-24,12964.87,13005.98
2020-10-25,12995.69,12965.98
2020-10-26,13071.51,12999.73
2020-10-27,13122.04,13625.0
2020-10-28,13657.98,13241.46
2020-10-29,13197.84,13453.38
2020-10-30,13267.73,13568.89
2020-10-31,13746.35,13872.52
2020-11-01,13751.19,13820.0
2020-11-02,13512.98,13514.32
2020-11-03,13531.21,13729.8
2020-11-04,13702.63,13927.13
2020-11-05,14434.6,15112.08
2020-11-06,15345.49,15438.55
2020-11-07,15506.37,15354.99
2020-11-08,14988.72,15367.67
2020-11-09,15446.42,15008.13
2020-11-10,15426.04,15195.49
2020-11-11,15459.48,15700.01
2020-11-12,15898.675,15915.725
2020-11-13,16337.87,16131.44
2020-11-14,15907.87,15975.22
2020-11-15,16112.87,16048.96
2020-11-16,16206.59,16470.79
2020-11-17,16693.93,17342.17
2020-11-18,17944.95,17900.46
2020-11-19,17600.0,18083.17
2020-11-20,18287.6,18685.72
2020-11-21,18707.2,18829.54
2020-11-22,18279.92,18325.08
2020-11-23,18583.05,18296.28
2020-11-24,18884.04,19387.78
2020-11-25,19159.92,19143.44
2020-11-26,16746.05,16895.55
2020-11-27,16789.58,16498.34
2020-11-28,16953.99,17532.21
2020-11-29,18183.34,18131.72
2020-11-30,18428.9,19300.0
2020-12-01,19455.5,19290.68
2020-12-02,19256.1,18904.49
2020-12-03,19193.62,19540.72
2020-12-04,19355.26,18968.57
2020-12-05,19120.06,19130.77
2020-12-06,19065.13,19132.79
2020-12-07,19197.06,19231.6
2020-12-08,19036.27,18826.15
2020-12-09,18090.29,18359.47
2020-12-10,17958.965,18239.0
2020-12-11,17827.64,18118.53
2020-12-12,18472.15,18411.25
2020-12-13,19209.79,19212.96
2020-12-14,19159.3,19194.46
2020-12-15,19188.65,19429.65
2020-12-16,19473.01,20697.34
2020-12-17,23128.15,23377.78
2020-12-18,23074.12,22584.76
2020-12-19,23036.55,23614.3
2020-12-20,23637.52,23890.61
2020-12-21,23634.21,23119.42
2020-12-22,22731.65,23369.88
2020-12-23,23435.77,23463.43
2020-12-24,23319.43,23240.71
2020-12-25,23831.24,24031.6
2020-12-26,24742.25,25602.35
2020-12-27,27688.72,27336.69
2020-12-28,26958.7,26887.38
2020-12-29,26632.0,26595.81
2020-12-30,27779.28,28162.42
2020-12-31,28877.25,28825.94
2021-01-01,29260.56,29250.85
2021-01-02,29768.44,31798.89
2021-01-03,34050.0,33570.98
2021-01-04,31562.07,31800.6
2021-01-05,31461.78,32163.34
2021-01-06,34050.46,34671.98
2021-01-07,37144.8,39038.65
2021-01-08,38819.23,40916.92
2021-01-09,40582.98,40666.81
2021-01-10,41007.29,39725.45
2021-01-11,35519.13,31497.67
2021-01-12,35806.71,33800.0
2021-01-13,34707.16,34661.25
2021-01-14,38091.14,39518.97
2021-01-15,38430.64,35566.06
2021-01-16,37301.55,37477.17
2021-01-17,34889.37,35755.85
2021-01-18,36379.44,36439.75
2021-01-19,37335.3,37360.01
2021-01-20,35344.11,34218.79
2021-01-21,32731.64,31360.94
2021-01-22,31597.61,32510.98
2021-01-23,32523.95,31926.07
2021-01-24,32783.24,32001.38
2021-01-25,33248.44,34449.91
2021-01-26,31620.13,31754.3
2021-01-27,31020.89,30396.21
2021-01-28,31274.48,31990.01
2021-01-29,37607.09,37161.26
2021-01-30,34147.71,34179.74
2021-01-31,33575.42,32896.61
2021-02-01,33689.2,33838.77
